nada | seu-socio-gestor-auditoria-planilhas.zip | Inventário!escopo | 53 arquivos XLSX efetivamente abertos; fórmulas lidas como fórmula e valores em cache; 161.932 fórmulas; 274 validações (207 listas, 35 datas, 27 decimais, 5 inteiros); 470 regras de formatação condicional | 20 conferências aritméticas centrais abaixo; contraprovas adicionais nos achados; nenhum Excel ou Google Planilhas executado | Diagnóstico em 17/09/2026; data-base dos números dos kits 03/04 = 14/09/2026

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!E5:X304 | CF: expression; fórmula=['E5="Não"'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!E5:X304 | CF: expression; fórmula=['E5="N/A"'] | prioridade=3; stopIfTrue=None; cores ARGB=['008A86A0']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!O5:X304 | CF: expression; fórmula=['$D5<>"Encerrado"'] | prioridade=4; stopIfTrue=None; cores ARGB=['00B0A6C4', '00F2F0F5', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!A5:D304 | CF: expression; fórmula=['AND(ISNUMBER($AC5),$AC5>0)'] | prioridade=5; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!Y5:Z304 | CF: expression; fórmula=['AND(ISNUMBER(Y5),Y5<1)'] | prioridade=6; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/04-checklist-abertura-e-encerramento.xlsx | Checklist!formatos | {'General': 2390, '0%': 600} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/05-custo-hora.xlsx | Inventário!funções | AND, CEILING, IF, IFERROR, ISNUMBER, OR, ROUND, SUM, SUMIFS, TODAY | Fórmulas: 150; validações: 1; regras CF: 1; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 03-advogados/05-custo-hora.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/05-custo-hora.xlsx | Como usar!formatos | {'General': 28} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/05-custo-hora.xlsx | Painel!proteção | Aba protegida=True; amarelas=3; desbloqueadas=3; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/05-custo-hora.xlsx | Painel!D26:D35 | CF: expression; fórmula=['AND(ISNUMBER(D26),D26<0.5)'] | prioridade=1; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/05-custo-hora.xlsx | Painel!formatos | {'General': 78, '"R$" #,##0;[Red]-"R$" #,##0': 1, '#,##0': 17, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 52, '0%': 18} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/05-custo-hora.xlsx | Config!proteção | Aba protegida=True; amarelas=5; desbloqueadas=5; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/05-custo-hora.xlsx | Config!formatos | {'General': 15, 'dd/mm/yyyy': 1, '0%': 2, '"R$" #,##0;[Red]-"R$" #,##0': 1} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/05-custo-hora.xlsx | Custos fixos!proteção | Aba protegida=True; amarelas=90; desbloqueadas=90; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/05-custo-hora.xlsx | Custos fixos!formatos | {'General': 16, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 9} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/05-custo-hora.xlsx | Pessoas!proteção | Aba protegida=True; amarelas=60; desbloqueadas=60; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/05-custo-hora.xlsx | Pessoas!D5:D14 | Validação: list; fórmula1="Sim,Não"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/05-custo-hora.xlsx | Pessoas!formatos | {'General': 23, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 33, '0': 6, '0%': 10} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Inventário!funções | AND, COUNTA, COUNTIF, FIXED, IF, IFERROR, INDEX, ISNUMBER, LEFT, LEN, MATCH, MAX, OFFSET, OR, ROUND, SUM, TODAY | Fórmulas: 71; validações: 3; regras CF: 5; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Como usar!formatos | {'General': 30} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!proteção | Aba protegida=True; amarelas=49; desbloqueadas=49; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!B9 | Validação: list; fórmula1==OFFSET(Config!$E$5,0,0,MAX(1,COUNTA(Config!$E$5:$E$30)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!C33:C38 | Validação: list; fórmula1="Sim,Não"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!I52:I55 | CF: expression; fórmula=['I52="Alto"'] | prioridade=1; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!I52:I55 | CF: expression; fórmula=['I52="Médio"'] | prioridade=2; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!I52:I55 | CF: expression; fórmula=['I52="Baixo"'] | prioridade=3; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!E52:G55 | CF: expression; fórmula=['AND(ISNUMBER(E52),E52<0)'] | prioridade=4; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!A52:A55 | CF: expression; fórmula=['$A52=$A$5'] | prioridade=5; stopIfTrue=None; cores ARGB=['00FFC83D', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Simulador!formatos | {'General': 93, '@': 2, '"R$" #,##0;[Red]-"R$" #,##0': 10, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 48, '0%': 7, '0.0': 7} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Config!proteção | Aba protegida=True; amarelas=34; desbloqueadas=34; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Config!B12 | Validação: list; fórmula1="Sim,Não"; fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/06-simulador-de-honorarios.xlsx | Config!formatos | {'General': 32, 'dd/mm/yyyy': 1, '0%': 5} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Inventário!funções | COUNTA, COUNTIF, DAY, IF, IFERROR, LEFT, MAX, MONTH, OFFSET, OR, SUM, SUMIFS, TEXT, TODAY, YEAR | Fórmulas: 261; validações: 8; regras CF: 4; gráficos: 0 | Inventário, não atestado de execução nativa

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Como usar!formatos | {'General': 28} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!proteção | Aba protegida=True; amarelas=58; desbloqueadas=75; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=E4; fórmulas desbloqueadas=E4 | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!E4 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!B7 | Validação: list; fórmula1==OFFSET(Config!$D$14,0,0,MAX(1,COUNTA(Config!$D$14:$D$33)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!E7 | Validação: list; fórmula1==OFFSET(Config!$F$14,0,0,MAX(1,COUNTA(Config!$F$14:$F$33)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!B25 | Validação: whole; fórmula1=0; fórmula2=12 | showErrorMessage=False; errorStyle=None; allowBlank=False; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!E27 | Validação: list; fórmula1==OFFSET(Config!$H$14,0,0,MAX(1,COUNTA(Config!$H$14:$H$33)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Proposta!formatos | {'General': 80, 'dd/mm/yyyy': 14, '0': 9, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 22, '0%': 2} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Config!proteção | Aba protegida=True; amarelas=86; desbloqueadas=86; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Config!formatos | {'General': 37, 'dd/mm/yyyy': 1} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!proteção | Aba protegida=True; amarelas=1100; desbloqueadas=1100; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=B9; fórmulas desbloqueadas=B9 | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!B9 | Fórmula amarela editável: =TODAY() | Inventário explícito da exceção fórmula/entrada | Decidir no gerador entre exemplo relativo identificado e entrada literal definitiva

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!D9:D108 | Validação: list; fórmula1==OFFSET(Config!$D$14,0,0,MAX(1,COUNTA(Config!$D$14:$D$33)),1); fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!F9:F108 | Validação: list; fórmula1==OFFSET(Config!$F$14,0,0,MAX(1,COUNTA(Config!$F$14:$F$33)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!J9:J108 | Validação: list; fórmula1==OFFSET(Config!$J$14,0,0,MAX(1,COUNTA(Config!$J$14:$J$33)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!B9:B108 | Validação: date; fórmula1=1; fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!L9:L108 | CF: expression; fórmula=['LEFT($L9,8)="Validade"'] | prioridade=1; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!L9:L108 | CF: expression; fórmula=['LEFT($L9,5)="Vence"'] | prioridade=2; stopIfTrue=None; cores ARGB=['00FFF4CC', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!J9:J108 | CF: expression; fórmula=['$J9="Fechada"'] | prioridade=3; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!J9:J108 | CF: expression; fórmula=['$J9="Perdida"'] | prioridade=4; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/07-proposta-de-honorarios.xlsx | Registro!formatos | {'General': 189, '#,##0': 3, '"R$" #,##0;[Red]-"R$" #,##0': 2, '0%': 1, 'dd/mm/yyyy': 115, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 10, '0': 10} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/08-tabela-de-referencia.xlsx | Inventário!funções | AND, COUNTA, COUNTIF, COUNTIFS, IF, IFERROR, INDEX, ISNUMBER, LARGE, MATCH, MAX, OFFSET, OR, ROW, SUM, SUMIFS, TODAY | Fórmulas: 1401; validações: 5; regras CF: 5; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 03-advogados/08-tabela-de-referencia.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/08-tabela-de-referencia.xlsx | Como usar!formatos | {'General': 28} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!proteção | Aba protegida=True; amarelas=200; desbloqueadas=200; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!A9:A48 | Validação: list; fórmula1==OFFSET(Config!$E$16,0,0,MAX(1,COUNTA(Config!$E$16:$E$35)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!B9:B48 | Validação: list; fórmula1==OFFSET(Config!$G$16,0,0,MAX(1,COUNTA(Config!$G$16:$G$35)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!E9:E48 | Validação: list; fórmula1==OFFSET(Config!$I$16,0,0,MAX(1,COUNTA(Config!$I$16:$I$35)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!F54:F73 | CF: expression; fórmula=['AND(ISNUMBER(F54),F54<0)'] | prioridade=1; stopIfTrue=None; cores ARGB=['00C8402E']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!G54:G73 | CF: expression; fórmula=['AND(ISNUMBER(G54),G54>0)'] | prioridade=2; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/08-tabela-de-referencia.xlsx | Referência!formatos | {'General': 205, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 31, '@': 1, '"R$" #,##0;[Red]-"R$" #,##0': 177, '0': 126, '+0%;-0%;0%': 20} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/08-tabela-de-referencia.xlsx | Config!proteção | Aba protegida=True; amarelas=67; desbloqueadas=67; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/08-tabela-de-referencia.xlsx | Config!formatos | {'General': 39, 'dd/mm/yyyy': 1, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 3, '0%': 4} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!proteção | Aba protegida=True; amarelas=1400; desbloqueadas=1400; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!C5:C204 | Validação: list; fórmula1==OFFSET(Config!$E$16,0,0,MAX(1,COUNTA(Config!$E$16:$E$35)),1); fórmula2=None | showErrorMessage=False; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!D5:D204 | Validação: list; fórmula1==OFFSET(Config!$I$16,0,0,MAX(1,COUNTA(Config!$I$16:$I$35)),1); fórmula2=None | showErrorMessage=True; errorStyle=None; allowBlank=True; showDropDown=False | Fontes e células vazias: ver registro resolvido abaixo; ausência de bloqueio só é aceitável em campos deliberadamente livres

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!J5:J204 | CF: expression; fórmula=['$J5="Abaixo do mínimo"'] | prioridade=1; stopIfTrue=None; cores ARGB=['007A1F1F', '00FBE4E4', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!J5:J204 | CF: expression; fórmula=['$J5="Na faixa"'] | prioridade=2; stopIfTrue=None; cores ARGB=['00155E3C', '00DDF3E7', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!J5:J204 | CF: expression; fórmula=['$J5="Acima do alvo"'] | prioridade=3; stopIfTrue=None; cores ARGB=['00F3EEFB', '00000000']; formato numérico condicional=não | Inspeção XML; referências entre abas e aparência no Sheets pendentes quando indicadas nos achados

nada | 03-advogados/08-tabela-de-referencia.xlsx | Nossos casos!formatos | {'General': 405, '"R$" #,##0;[Red]-"R$" #,##0': 238, '0': 38, '"R$" #,##0.00;[Red]-"R$" #,##0.00': 200, '+0%;-0%;0%': 200, '0.00': 200} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/09-caixa-do-escritorio.xlsx | Inventário!funções | AND, COUNTA, DATE, IF, INDEX, MATCH, MAX, MONTH, OFFSET, OR, REPT, ROUND, SUM, SUMIFS, TODAY, YEAR | Fórmulas: 1643; validações: 8; regras CF: 4; gráficos: 1 | Inventário, não atestado de execução nativa

nada | 03-advogados/09-caixa-do-escritorio.xlsx | Como usar!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

nada | 03-advogados/09-caixa-do-escritorio.xlsx | Como usar!formatos | {'General': 28} | Inventário dos formatos efetivamente gravados, incluindo moedas, percentuais, datas, horas e General | Horas de duração em quantidade decimal não são horários do dia; datas e horários das bases foram lidos como valores de data/hora, não como rótulos de mês

nada | 03-advogados/09-caixa-do-escritorio.xlsx | Painel!proteção | Aba protegida=True; amarelas=0; desbloqueadas=0; não amarelas desbloqueadas=nenhuma; amarelas bloqueadas=nenhuma | Fórmulas amarelas=nenhuma; fórmulas desbloqueadas=nenhuma | Nas datas relativas amarelas, substituir a demonstração por valor definitivo antes de usar como registro; Base sem proteção é bloqueador

